Club,Year,Transfer_Spend,Transfer_Revenue
FC Bayern,2011-12-31,17000000.0,6000000.0
SV Werder Bremen,2011-12-31,16239999.999999998,21500000.0
Hamburger SV,2011-12-31,15200000.0,15550000.0
VfB Stuttgart,2011-12-31,13100000.0,20500000.0
Borussia Mönchengladbach,2011-12-31,7000000.0,2000000.0
Bayer Leverkusen,2011-12-31,5700000.0,6550000.0
Borussia Dortmund,2011-12-31,5250000.0,4300000.0
1.FC Kaiserslautern,2011-12-31,4600000.0,100000.0
1. FC Köln,2011-12-31,4600000.0,50000.0
1.FSV Mainz 05,2011-12-31,3800000.0,5120000.0
Eintracht Frankfurt,2011-12-31,2450000.0,1150000.0
SC Freiburg,2011-12-31,1450000.0,210000.0
1.FC Nuremberg,2011-12-31,1150000.0,2750000.0
Hannover 96,2011-12-31,1000000.0,550000.0
FC St. Pauli,2011-12-31,200000.0,0.0
FC Bayern,2012-12-31,52100000.0,5000000.0
VfL Wolfsburg,2012-12-31,48800000.0,12130000.0
Bayer Leverkusen,2012-12-31,20310000.0,16059999.999999998
Hamburger SV,2012-12-31,13900000.0,17350000.0
VfB Stuttgart,2012-12-31,11100000.0,18100000.0
1.FSV Mainz 05,2012-12-31,10900000.0,12450000.0
Borussia Dortmund,2012-12-31,9730000.0,12140000.0
SV Werder Bremen,2012-12-31,8800000.0,20250000.0
FC Schalke 04,2012-12-31,7300000.0,34080000.0
1.FC Kaiserslautern,2012-12-31,6630000.0,4450000.0
TSG 1899 Hoffenheim,2012-12-31,5900000.0,7500000.0
1. FC Köln,2012-12-31,5880000.0,2880000.0
Hannover 96,2012-12-31,4200000.0,0.0
1.FC Nuremberg,2012-12-31,4150000.0000000005,5500000.0
SC Freiburg,2012-12-31,3500000.0,15300000.0
Borussia Mönchengladbach,2012-12-31,2650000.0,3830000.0
Hertha BSC,2012-12-31,1400000.0,1000000.0
FC Augsburg,2012-12-31,1180000.0,260000.0
FC Bayern,2013-12-31,70300000.0,500000.0
Borussia Mönchengladbach,2013-12-31,33400000.0,24050000.0
VfL Wolfsburg,2013-12-31,27100000.0,21850000.0
Hamburger SV,2013-12-31,27000000.0,9600000.0
Borussia Dortmund,2013-12-31,26650000.0,34000000.0
TSG 1899 Hoffenheim,2013-12-31,26300000.0,20250000.0
Bayer Leverkusen,2013-12-31,20900000.0,14680000.0
SV Werder Bremen,2013-12-31,14730000.0,13100000.0
Hannover 96,2013-12-31,9550000.0,3170000.0
Eintracht Frankfurt,2013-12-31,8150000.0,3000000.0
FC Schalke 04,2013-12-31,6500000.0,6850000.0
1.FSV Mainz 05,2013-12-31,4179999.9999999995,5950000.0
SpVgg Greuther Fürth,2013-12-31,3850000.0,2340000.0
Fortuna Düsseldorf,2013-12-31,3050000.0,0.0
FC Augsburg,2013-12-31,2850000.0,150000.0
1.FC Nuremberg,2013-12-31,2700000.0,7000000.0
VfB Stuttgart,2013-12-31,2400000.0,9700000.0
SC Freiburg,2013-12-31,1500000.0,200000.0
FC Bayern,2014-12-31,62000000.0,40000000.0
Borussia Dortmund,2014-12-31,52600000.0,47380000.0
VfL Wolfsburg,2014-12-31,50600000.0,16050000.0
FC Schalke 04,2014-12-31,26050000.0,8100000.0
Bayer Leverkusen,2014-12-31,24980000.0,35570000.0
1.FSV Mainz 05,2014-12-31,14200000.0,11550000.0
Hannover 96,2014-12-31,10500000.0,4700000.0
SV Werder Bremen,2014-12-31,10250000.0,13600000.0
TSG 1899 Hoffenheim,2014-12-31,9900000.0,4000000.0
Borussia Mönchengladbach,2014-12-31,7900000.0,3250000.0
Eintracht Frankfurt,2014-12-31,7480000.0,500000.0
1.FC Nuremberg,2014-12-31,7320000.0,6750000.0
VfB Stuttgart,2014-12-31,7200000.0,7200000.0
SC Freiburg,2014-12-31,6930000.0,12200000.0
FC Augsburg,2014-12-31,4550000.0,600000.0
Hamburger SV,2014-12-31,2350000.0,13750000.0
Eintracht Braunschweig,2014-12-31,1800000.0,0.0
Hertha BSC,2014-12-31,1300000.0,350000.0
Borussia Dortmund,2015-12-31,65200000.0,4800000.0
FC Bayern,2015-12-31,53400000.0,48700000.0
VfL Wolfsburg,2015-12-31,45050000.0,6250000.0
Bayer Leverkusen,2015-12-31,37810000.0,18350000.0
Hamburger SV,2015-12-31,35800000.0,23900000.0
TSG 1899 Hoffenheim,2015-12-31,19200000.0,14420000.0
Hertha BSC,2015-12-31,14500000.0,19450000.0
SC Freiburg,2015-12-31,14430000.0,18600000.0
Borussia Mönchengladbach,2015-12-31,12750000.0,17900000.0
FC Augsburg,2015-12-31,12450000.0,6900000.0
Hannover 96,2015-12-31,10800000.0,3500000.0
VfB Stuttgart,2015-12-31,10800000.0,750000.0
1.FSV Mainz 05,2015-12-31,9120000.0,6600000.0
1. FC Köln,2015-12-31,8400000.0,100000.0
SV Werder Bremen,2015-12-31,6550000.0,3350000.0
Eintracht Frankfurt,2015-12-31,6500000.0,5930000.0
FC Schalke 04,2015-12-31,4400000.0,8600000.0
SC Paderborn 07,2015-12-31,1950000.0,0.0
FC Bayern,2016-12-31,90750000.0,33000000.0
VfL Wolfsburg,2016-12-31,68100000.0,111300000.0
Bayer Leverkusen,2016-12-31,58000000.0,63250000.0
Borussia Mönchengladbach,2016-12-31,38000000.0,15700000.0
FC Schalke 04,2016-12-31,37100000.0,57200000.0
TSG 1899 Hoffenheim,2016-12-31,23400000.0,57150000.0
Hamburger SV,2016-12-31,21850000.0,13200000.0
Borussia Dortmund,2016-12-31,20000000.0,42550000.0
Hannover 96,2016-12-31,18400000.0,13500000.0
FC Augsburg,2016-12-31,16700000.0,26900000.0
VfB Stuttgart,2016-12-31,15670000.0,20550000.0
1. FC Köln,2016-12-31,14780000.0,13050000.0
1.FSV Mainz 05,2016-12-31,13850000.0,34200000.0
SV Werder Bremen,2016-12-31,12880000.0,19450000.0
Eintracht Frankfurt,2016-12-31,11820000.0,12100000.0
Hertha BSC,2016-12-31,7300000.0,4920000.0
FC Ingolstadt 04,2016-12-31,6200000.0,0.0
SV Darmstadt 98,2016-12-31,1100000.0,0.0
Borussia Dortmund,2017-12-31,141100000.0,111000000.0
RB Leipzig,2017-12-31,95150000.0,100000.0
VfL Wolfsburg,2017-12-31,81050000.0,94450000.0
FC Bayern,2017-12-31,70000000.0,52300000.0
Bayer Leverkusen,2017-12-31,63300000.0,23700000.0
Hamburger SV,2017-12-31,43950000.0,8750000.0
FC Schalke 04,2017-12-31,43300000.0,61300000.0
Borussia Mönchengladbach,2017-12-31,41250000.0,45100000.0
1.FSV Mainz 05,2017-12-31,29210000.0,25700000.0
TSG 1899 Hoffenheim,2017-12-31,27440000.0,37000000.0
SV Werder Bremen,2017-12-31,23700000.0,27200000.0
FC Augsburg,2017-12-31,23700000.0,15050000.0
SC Freiburg,2017-12-31,16780000.0,5150000.0
1. FC Köln,2017-12-31,8350000.0,19000000.0
FC Ingolstadt 04,2017-12-31,7950000.0,4550000.0
Hertha BSC,2017-12-31,6700000.0,5000000.0
SV Darmstadt 98,2017-12-31,4099999.9999999995,5200000.0
Eintracht Frankfurt,2017-12-31,3800000.0,12050000.0
FC Bayern,2018-12-31,116500000.0,32250000.0
Borussia Dortmund,2018-12-31,109840000.0,270950000.0
VfL Wolfsburg,2018-12-31,72750000.0,36000000.0
RB Leipzig,2018-12-31,63500000.0,24540000.0
Bayer Leverkusen,2018-12-31,56000000.0,91100000.0
FC Schalke 04,2018-12-31,49300000.0,7100000.0
1. FC Köln,2018-12-31,40000000.0,7450000.0
Borussia Mönchengladbach,2018-12-31,37250000.0,31080000.0
VfB Stuttgart,2018-12-31,30900000.0,7600000.0
Eintracht Frankfurt,2018-12-31,24200000.0,4920000.0
SC Freiburg,2018-12-31,19650000.0,27800000.0
Hamburger SV,2018-12-31,19000000.0,5550000.0
Hannover 96,2018-12-31,19000000.0,250000.0
SV Werder Bremen,2018-12-31,18600000.0,8900000.0
1.FSV Mainz 05,2018-12-31,16550000.0,24850000.0
TSG 1899 Hoffenheim,2018-12-31,14700000.0,45750000.0
Hertha BSC,2018-12-31,14000000.0,18000000.0
FC Augsburg,2018-12-31,7550000.0,7900000.0
Borussia Dortmund,2019-12-31,90500000.0,114200000.0
RB Leipzig,2019-12-31,65629999.99999999,72750000.0
FC Schalke 04,2019-12-31,62200000.0,46150000.0
VfB Stuttgart,2019-12-31,49760000.0,17250000.0
VfL Wolfsburg,2019-12-31,40000000.0,4800000.0
Borussia Mönchengladbach,2019-12-31,32549999.999999996,32950000.000000004
TSG 1899 Hoffenheim,2019-12-31,32000000.0,6120000.0
Bayer Leverkusen,2019-12-31,31500000.0,45000000.0
1.FSV Mainz 05,2019-12-31,30000000.0,56100000.0
Eintracht Frankfurt,2019-12-31,28950000.0,18900000.0
SV Werder Bremen,2019-12-31,25800000.0,26850000.0
Hannover 96,2019-12-31,18520000.0,13540000.0
SC Freiburg,2019-12-31,18400000.0,22680000.0
Hertha BSC,2019-12-31,16000000.0,16900000.0
FC Bayern,2019-12-31,10000000.0,84000000.0
Fortuna Düsseldorf,2019-12-31,7500000.0,600000.0
FC Augsburg,2019-12-31,6650000.0,2850000.0
1.FC Nuremberg,2019-12-31,4850000.0,0.0
Borussia Dortmund,2020-12-31,148500000.0,132250000.0
FC Bayern,2020-12-31,139500000.0,54000000.0
Hertha BSC,2020-12-31,110700000.0,23450000.0
Bayer Leverkusen,2020-12-31,96000000.0,33500000.0
RB Leipzig,2020-12-31,79500000.0,45250000.0
Eintracht Frankfurt,2020-12-31,78340000.0,114800000.0
TSG 1899 Hoffenheim,2020-12-31,55850000.0,121400000.0
Borussia Mönchengladbach,2020-12-31,40500000.0,34100000.0
VfL Wolfsburg,2020-12-31,38800000.0,14300000.0
FC Augsburg,2020-12-31,31500000.0,19500000.0
FC Schalke 04,2020-12-31,29500000.0,19450000.0
1.FSV Mainz 05,2020-12-31,28700000.0,27000000.0
1. FC Köln,2020-12-31,20250000.0,6850000.0
SC Freiburg,2020-12-31,17500000.0,8100000.0
SV Werder Bremen,2020-12-31,13950000.0,0.0
Fortuna Düsseldorf,2020-12-31,10750000.0,11600000.0
1.FC Union Berlin,2020-12-31,9550000.0,1250000.0
SC Paderborn 07,2020-12-31,750000.0,5800000.0
FC Bayern,2021-12-31,62250000.0,22250000.0
RB Leipzig,2021-12-31,53000000.0,56500000.0
Borussia Dortmund,2021-12-31,48000000.0,5500000.0
Bayer Leverkusen,2021-12-31,46200000.0,91000000.0
Hertha BSC,2021-12-31,27250000.0,10450000.0
VfL Wolfsburg,2021-12-31,22000000.0,11100000.0
1. FC Köln,2021-12-31,18500000.0,15000000.0
VfB Stuttgart,2021-12-31,14950000.0,7500000.0
SC Freiburg,2021-12-31,14350000.0,37950000.0
Borussia Mönchengladbach,2021-12-31,13500000.0,0.0
SV Werder Bremen,2021-12-31,11000000.0,11000000.0
Eintracht Frankfurt,2021-12-31,10300000.0,16000000.0
FC Augsburg,2021-12-31,10300000.0,8700000.0
TSG 1899 Hoffenheim,2021-12-31,4000000.0,17750000.0
FC Schalke 04,2021-12-31,2000000.0,5850000.0
1.FSV Mainz 05,2021-12-31,2000000.0,13700000.0
1.FC Union Berlin,2021-12-31,1700000.0,6920000.0
Arminia Bielefeld,2021-12-31,500000.0,100000.0
RB Leipzig,2022-12-31,107620000.0,112000000.0
FC Bayern,2022-12-31,57500000.0,0.0
Bayer Leverkusen,2022-12-31,52850000.0,42000000.0
VfL Wolfsburg,2022-12-31,52500000.0,2100000.0
Borussia Dortmund,2022-12-31,45000000.0,107750000.0
Hertha BSC,2022-12-31,22600000.0,54500000.0
VfB Stuttgart,2022-12-31,15350000.0,39250000.0
1.FC Union Berlin,2022-12-31,13900000.0,8600000.0
Borussia Mönchengladbach,2022-12-31,13500000.0,0.0
Eintracht Frankfurt,2022-12-31,7750000.0,27500000.0
FC Augsburg,2022-12-31,7700000.0,12600000.0
Arminia Bielefeld,2022-12-31,7500000.0,350000.0
1.FSV Mainz 05,2022-12-31,6600000.0,7050000.0
SC Freiburg,2022-12-31,5000000.0,14250000.0
SpVgg Greuther Fürth,2022-12-31,750000.0,3500000.0
1. FC Köln,2022-12-31,250000.0,22000000.0
VfL Bochum,2022-12-31,,350000.0
TSG 1899 Hoffenheim,2022-12-31,,500000.0
Inter,1996-12-31,29200000.0,20420000.0
Parma AC,1996-12-31,20880000.0,1500000.0
AC Milan,1996-12-31,18860000.0,25000.0
Juventus,1996-12-31,6250000.0,12200000.0
AS Roma,1996-12-31,5000000.0,0.0
ACF Fiorentina,1996-12-31,4200000.0,3800000.0
Sampdoria,1996-12-31,3820000.0,15350000.0
SSC Napoli,1996-12-31,3450000.0,6700000.0
Calcio Padova,1996-12-31,1500000.0,0.0
Udinese Calcio,1996-12-31,1150000.0,375000.0
AS Bari,1996-12-31,375000.0,0.0
SS Lazio,1996-12-31,,6000000.0
Torino FC,1996-12-31,,0.0
Atalanta BC,1996-12-31,,1200000.0
Cagliari Calcio,1996-12-31,,0.0
Piacenza Calcio,1996-12-31,,3050000.0
US Cremonese,1996-12-31,,200000.0
Lanerossi Vicenza,1996-12-31,,0.0
Inter,1997-12-31,23530000.0,11000000.0
ACF Fiorentina,1997-12-31,15000000.0,0.0
AS Roma,1997-12-31,12100000.0,750000.0
Juventus,1997-12-31,11770000.0,14380000.0
Sampdoria,1997-12-31,10090000.0,9350000.0
AC Milan,1997-12-31,9500000.0,11580000.0
Parma AC,1997-12-31,9180000.0,21890000.0
SS Lazio,1997-12-31,5950000.0,10000000.0
SSC Napoli,1997-12-31,5000000.0,0.0
Atalanta BC,1997-12-31,4090000.0,3770000.0
Bologna FC 1909,1997-12-31,4000000.0,0.0
Udinese Calcio,1997-12-31,1150000.0,4000000.0
AC Perugia,1997-12-31,750000.0,0.0
AC Reggiana,1997-12-31,350000.0,0.0
Hellas Verona,1997-12-31,,0.0
Cagliari Calcio,1997-12-31,,7000000.0
Piacenza Calcio,1997-12-31,,0.0
Lanerossi Vicenza,1997-12-31,,0.0
Inter,1998-12-31,57800000.0,17800000.0
AC Milan,1998-12-31,37080000.0,36420000.0
Juventus,1998-12-31,34300000.0,24610000.0
AS Roma,1998-12-31,22350000.0,18500000.0
SS Lazio,1998-12-31,17800000.0,6080000.0
Parma AC,1998-12-31,9500000.0,7500000.0
ACF Fiorentina,1998-12-31,9200000.0,6000000.0
Udinese Calcio,1998-12-31,4500000.0,0.0
Sampdoria,1998-12-31,4400000.0,17600000.0
SSC Napoli,1998-12-31,3870000.0,9800000.0
Bologna FC 1909,1998-12-31,1800000.0,0.0
Empoli FC,1998-12-31,800000.0,2800000.0
Piacenza Calcio,1998-12-31,775000.0,650000.0
Lanerossi Vicenza,1998-12-31,750000.0,2000000.0
Brescia Calcio,1998-12-31,590000.0,0.0
AS Bari,1998-12-31,,0.0
Atalanta BC,1998-12-31,,18000000.0
US Lecce,1998-12-31,,0.0
SS Lazio,1999-12-31,102950000.0,29750000.0
Inter,1999-12-31,64349999.99999999,6250000.0
AC Milan,1999-12-31,38720000.0,31200000.0
Parma AC,1999-12-31,30300000.0,9250000.0
Juventus,1999-12-31,28950000.0,91000.0
AS Roma,1999-12-31,23450000.0,450000.0
ACF Fiorentina,1999-12-31,13800000.0,15000000.0
US Salernitana,1999-12-31,9300000.0,3690000.0
Sampdoria,1999-12-31,8500000.0,37500000.0
Cagliari Calcio,1999-12-31,4500000.0,0.0
AC Perugia,1999-12-31,3500000.0,3000000.0
Bologna FC 1909,1999-12-31,2580000.0,4700000.0
AS Bari,1999-12-31,,22000000.0
Udinese Calcio,1999-12-31,,21000000.0
AC Venezia 1907,1999-12-31,,0.0
Empoli FC,1999-12-31,,0.0
Piacenza Calcio,1999-12-31,,0.0
Lanerossi Vicenza,1999-12-31,,0.0
Inter,2000-12-31,148990000.0,37440000.0
AC Milan,2000-12-31,74200000.0,11150000.0
Parma AC,2000-12-31,54190000.0,57900000.0
AS Roma,2000-12-31,53510000.0,10250000.0
SS Lazio,2000-12-31,48400000.0,46480000.0
Juventus,2000-12-31,35000000.0,38950000.0
Udinese Calcio,2000-12-31,29100000.0,29700000.0
ACF Fiorentina,2000-12-31,24700000.0,2000000.0
AC Venezia 1907,2000-12-31,6500000.0,0.0
AC Perugia,2000-12-31,4130000.0,26690000.0
Piacenza Calcio,2000-12-31,3750000.0,0.0
Hellas Verona,2000-12-31,2200000.0,0.0
AS Bari,2000-12-31,1850000.0,8000000.0
Torino FC,2000-12-31,1500000.0,1000000.0
Bologna FC 1909,2000-12-31,750000.0,0.0
Cagliari Calcio,2000-12-31,650000.0,10000000.0
US Lecce,2000-12-31,,0.0
Reggina Calcio,2000-12-31,,0.0
SS Lazio,2001-12-31,117320000.0,44200000.0
AS Roma,2001-12-31,97400000.0,3360000.0
Parma AC,2001-12-31,87000000.0,72730000.0
Inter,2001-12-31,64250000.0,28750000.0
AC Milan,2001-12-31,42500000.0,8550000.0
Juventus,2001-12-31,31980000.0,21640000.0
SSC Napoli,2001-12-31,25570000.0,1250000.0
ACF Fiorentina,2001-12-31,17750000.0,40250000.0
Hellas Verona,2001-12-31,12000000.0,700000.0
Bologna FC 1909,2001-12-31,8640000.0,12630000.0
AC Perugia,2001-12-31,4000000.0,6000000.0
Udinese Calcio,2001-12-31,3000000.0,0.0
Lanerossi Vicenza,2001-12-31,3000000.0,0.0
Reggina Calcio,2001-12-31,2750000.0,7500000.0
AS Bari,2001-12-31,2500000.0,0.0
US Lecce,2001-12-31,171000.0,7250000.0
Brescia Calcio,2001-12-31,,1930000.0
Atalanta BC,2001-12-31,,0.0
Juventus,2002-12-31,180040000.0,153950000.0
AC Milan,2002-12-31,145130000.0,33500000.0
SS Lazio,2002-12-31,139250000.0,128090000.0
Inter,2002-12-31,112190000.0,52130000.0
Parma AC,2002-12-31,99840000.0,147520000.0
AS Roma,2002-12-31,50930000.0,58630000.0
US Lecce,2002-12-31,13690000.0,2320000.0
Brescia Calcio,2002-12-31,11970000.0,0.0
Atalanta BC,2002-12-31,11800000.0,29000000.0
AC Perugia,2002-12-31,10360000.0,26500000.0
Torino FC,2002-12-31,8230000.0,0.0
AC Venezia 1907,2002-12-31,6500000.0,2230000.0
Bologna FC 1909,2002-12-31,6000000.0,0.0
Piacenza Calcio,2002-12-31,5630000.0,12370000.0
Hellas Verona,2002-12-31,5370000.0,9300000.0
ACF Fiorentina,2002-12-31,5340000.0,76070000.0
Udinese Calcio,2002-12-31,3700000.0,40470000.0
Chievo Verona,2002-12-31,3470000.0,0.0
Inter,2003-12-31,116180000.0,103250000.0
AC Milan,2003-12-31,71100000.0,40600000.0
Parma AC,2003-12-31,49850000.0,70650000.0
Juventus,2003-12-31,40700000.0,14000000.0
SS Lazio,2003-12-31,11500000.0,80000000.0
AS Roma,2003-12-31,10060000.0,12950000.0
Udinese Calcio,2003-12-31,7000000.0,2700000.0
Reggina Calcio,2003-12-31,6800000.0,2000000.0
Brescia Calcio,2003-12-31,5200000.0,2500000.0
Piacenza Calcio,2003-12-31,3700000.0,5150000.0
Como Calcio,2003-12-31,2500000.0,500000.0
Empoli FC,2003-12-31,1150000.0,16070000.0
Chievo Verona,2003-12-31,550000.0,4000000.0
Modena FC,2003-12-31,400000.0,0.0
Torino FC,2003-12-31,250000.0,0.0
Atalanta BC,2003-12-31,,1000000.0
AC Perugia,2003-12-31,,17700000.0
Bologna FC 1909,2003-12-31,,500000.0
Inter,2004-12-31,54000000.0,49920000.0
Juventus,2004-12-31,35790000.0,5700000.0
AS Roma,2004-12-31,26200000.0,0.0
Parma AC,2004-12-31,24020000.0,79700000.0
SS Lazio,2004-12-31,18030000.0,8850000.0
AC Milan,2004-12-31,15000000.0,12850000.0
Chievo Verona,2004-12-31,5450000.0,7550000.0
Reggina Calcio,2004-12-31,4750000.0,0.0
Modena FC,2004-12-31,3000000.0,0.0
AC Siena,2004-12-31,2700000.0,0.0
Sampdoria,2004-12-31,2000000.0,0.0
Ancona Calcio,2004-12-31,115000.0,0.0
Bologna FC 1909,2004-12-31,85000.0,9500000.0
Brescia Calcio,2004-12-31,,14000000.0
Udinese Calcio,2004-12-31,,3400000.0
Empoli FC,2004-12-31,,4990000.0
AC Perugia,2004-12-31,,2500000.0
US Lecce,2004-12-31,,0.0
Juventus,2005-12-31,71120000.0,45450000.0
ACF Fiorentina,2005-12-31,49500000.0,2000000.0
AS Roma,2005-12-31,43210000.0,61400000.0
Inter,2005-12-31,15950000.0,29820000.0
US Palermo,2005-12-31,12580000.0,0.0
AC Milan,2005-12-31,11000000.0,12200000.0
SS Lazio,2005-12-31,9500000.0,37500000.0
Atalanta BC,2005-12-31,5400000.0,7880000.0
Sampdoria,2005-12-31,3700000.0,500000.0
Parma AC,2005-12-31,2080000.0,24700000.0
Bologna FC 1909,2005-12-31,1000000.0,680000.0
FC Messina,2005-12-31,900000.0,0.0
Cagliari Calcio,2005-12-31,700000.0,0.0
AS Livorno,2005-12-31,600000.0,6500000.0
AC Siena,2005-12-31,400000.0,300000.0
US Lecce,2005-12-31,250000.0,27710000.0
Udinese Calcio,2005-12-31,100000.0,2200000.0
Brescia Calcio,2005-12-31,,19750000.0
Chievo Verona,2005-12-31,,8700000.0
Reggina Calcio,2005-12-31,,3300000.0
ACF Fiorentina,2006-12-31,34500000.0,10190000.0
AC Milan,2006-12-31,33500000.0,12000000.0
Juventus,2006-12-31,30390000.0,14030000.0
Inter,2006-12-31,30000000.0,22660000.0
US Palermo,2006-12-31,22350000.0,10000000.0
Parma AC,2006-12-31,11650000.0,26250000.0
Udinese Calcio,2006-12-31,8650000.0,28000000.0
SS Lazio,2006-12-31,6600000.0,2000000.0
Cagliari Calcio,2006-12-31,5000000.0,0.0
Reggina Calcio,2006-12-31,3550000.0,14350000.0
AC Siena,2006-12-31,1950000.0,0.0
Treviso FBC 1993,2006-12-31,975000.0,5000000.0
AS Roma,2006-12-31,518000.0,6600000.0
Sampdoria,2006-12-31,500000.0,0.0
AS Livorno,2006-12-31,300000.0,1340000.0
Chievo Verona,2006-12-31,250000.0,1200000.0
Ascoli Calcio 1898,2006-12-31,200000.0,0.0
Empoli FC,2006-12-31,,0.0
US Lecce,2006-12-31,,1500000.0
FC Messina,2006-12-31,,400000.0
Inter,2007-12-31,48400000.0,31890000.0
AC Milan,2007-12-31,41400000.0,57330000.0
US Palermo,2007-12-31,34200000.0,27400000.0
ACF Fiorentina,2007-12-31,28750000.0,2330000.0
SS Lazio,2007-12-31,24160000.0,8750000.0
AS Roma,2007-12-31,21220000.0,19620000.0
Sampdoria,2007-12-31,14340000.0,4170000.0
Udinese Calcio,2007-12-31,13420000.0,11930000.0
Torino FC,2007-12-31,8350000.0,900000.0
Reggina Calcio,2007-12-31,4900000.0,4800000.0
Chievo Verona,2007-12-31,3720000.0,8750000.0
AC Siena,2007-12-31,3450000.0,3000000.0
Atalanta BC,2007-12-31,2720000.0,1900000.0
Empoli FC,2007-12-31,2500000.0,12320000.0
AS Livorno,2007-12-31,2350000.0,0.0
Parma AC,2007-12-31,2000000.0,19800000.0
Ascoli Calcio 1898,2007-12-31,1180000.0,2800000.0
FC Messina,2007-12-31,800000.0,2450000.0
Cagliari Calcio,2007-12-31,700000.0,2000000.0
Calcio Catania,2007-12-31,60000.0,700000.0
Juventus,2008-12-31,69450000.0,33630000.0
AS Roma,2008-12-31,50850000.0,22920000.0
SSC Napoli,2008-12-31,44060000.0,615000.0
Inter,2008-12-31,41800000.0,14240000.0
ACF Fiorentina,2008-12-31,34650000.0,39970000.0
AC Milan,2008-12-31,29000000.0,11410000.0
US Palermo,2008-12-31,27250000.0,20630000.0
Udinese Calcio,2008-12-31,22180000.0,30110000.0
Parma AC,2008-12-31,15900000.0,4200000.0
Genoa CFC,2008-12-31,14730000.0,7810000.0
Sampdoria,2008-12-31,14500000.0,18350000.0
AC Siena,2008-12-31,12850000.0,3380000.0
Torino FC,2008-12-31,12710000.0,3650000.0
Cagliari Calcio,2008-12-31,11290000.0,17000000.0
AS Livorno,2008-12-31,11270000.0,11710000.0
SS Lazio,2008-12-31,6940000.0,3530000.0
Reggina Calcio,2008-12-31,6400000.0,18000000.0
Calcio Catania,2008-12-31,6390000.0,5100000.0
Atalanta BC,2008-12-31,4570000.0,12150000.0
Empoli FC,2008-12-31,1480000.0,11400000.0
AC Milan,2009-12-31,73880000.0,47200000.0
Inter,2009-12-31,70100000.0,10180000.0
Genoa CFC,2009-12-31,55910000.0,39400000.0
US Palermo,2009-12-31,53500000.0,63950000.0
ACF Fiorentina,2009-12-31,49200000.0,18200000.0
Juventus,2009-12-31,40500000.0,31800000.0
Sampdoria,2009-12-31,38350000.0,10800000.0
AS Roma,2009-12-31,32549999.999999996,18000000.0
SSC Napoli,2009-12-31,30800000.0,10650000.0
SS Lazio,2009-12-31,24550000.0,12700000.0
Bologna FC 1909,2009-12-31,24400000.0,5100000.0
Torino FC,2009-12-31,22200000.0,11400000.0
Udinese Calcio,2009-12-31,20100000.0,35500000.0
Cagliari Calcio,2009-12-31,19010000.0,1150000.0
AC Siena,2009-12-31,16399999.999999998,9350000.0
Atalanta BC,2009-12-31,16050000.0,15200000.0
US Lecce,2009-12-31,9100000.0,2450000.0
Reggina Calcio,2009-12-31,7350000.0,10180000.0
Calcio Catania,2009-12-31,5500000.0,12300000.0
Chievo Verona,2009-12-31,3900000.0,1500000.0
Inter,2010-12-31,97200000.0,109100000.0
Genoa CFC,2010-12-31,78990000.0,68950000.0
Juventus,2010-12-31,59300000.0,14300000.0
SSC Napoli,2010-12-31,55150000.0,4750000.0
ACF Fiorentina,2010-12-31,38470000.0,45000000.0
SS Lazio,2010-12-31,31200000.0,13200000.0
Parma AC,2010-12-31,27470000.0,30960000.0
AC Milan,2010-12-31,22100000.0,80660000.0
Calcio Catania,2010-12-31,21500000.0,1150000.0
AS Bari,2010-12-31,19140000.0,1790000.0
Udinese Calcio,2010-12-31,18330000.0,36300000.0
AC Siena,2010-12-31,17400000.0,27200000.0
US Palermo,2010-12-31,17300000.0,12790000.0
Cagliari Calcio,2010-12-31,12750000.0,1050000.0
Atalanta BC,2010-12-31,11500000.0,22220000.0
Bologna FC 1909,2010-12-31,10470000.0,6200000.0
Sampdoria,2010-12-31,8860000.0,19000000.0
AS Roma,2010-12-31,3500000.0,22080000.0
Chievo Verona,2010-12-31,2300000.0,3900000.0
AS Livorno,2010-12-31,2270000.0,7700000.0
Genoa CFC,2011-12-31,77050000.0,60400000.0
Juventus,2011-12-31,59270000.0,36780000.0
AC Milan,2011-12-31,51300000.0,25930000.0
Inter,2011-12-31,38240000.0,66530000.0
US Palermo,2011-12-31,32780000.0,23850000.0
SS Lazio,2011-12-31,29500000.0,27030000.0
Parma AC,2011-12-31,28900000.0,18660000.0
Sampdoria,2011-12-31,25890000.0,27500000.0
ACF Fiorentina,2011-12-31,23020000.0,5750000.0
Bologna FC 1909,2011-12-31,22510000.0,8500000.0
SSC Napoli,2011-12-31,19800000.0,12900000.0
Udinese Calcio,2011-12-31,13550000.0,30290000.0
AS Roma,2011-12-31,11700000.0,10650000.0
AS Bari,2011-12-31,10000000.0,15500000.0
Brescia Calcio,2011-12-31,8250000.0,7650000.0
Cagliari Calcio,2011-12-31,6900000.0,8960000.0
Chievo Verona,2011-12-31,6850000.0,101000.0
AC Cesena,2011-12-31,6570000.0,3600000.0
US Lecce,2011-12-31,4800000.0,2440000.0
Calcio Catania,2011-12-31,4200000.0,17000000.0
Juventus,2012-12-31,101830000.0,20700000.0
AS Roma,2012-12-31,91600000.0,26130000.0
SSC Napoli,2012-12-31,72700000.0,23790000.0
AC Milan,2012-12-31,65150000.00000001,22300000.0
Genoa CFC,2012-12-31,53330000.0,81950000.0
US Palermo,2012-12-31,46030000.0,69650000.0
Inter,2012-12-31,40200000.0,55950000.0
