Club,Year,Transfer_Spend,Transfer_Revenue
CA Osasuna,2022-12-31,8700000.0,0.0
Celta de Vigo,2022-12-31,8600000.0,1800000.0
Elche CF,2022-12-31,7200000.0,0.0
Cádiz CF,2022-12-31,6600000.0,0.0
RCD Espanyol Barcelona,2022-12-31,5500000.0,0.0
Granada CF,2022-12-31,4500000.0,3000000.0
Rayo Vallecano,2022-12-31,4300000.0,2200000.0
Real Betis Balompié,2022-12-31,3500000.0,14000000.0
Real Sociedad,2022-12-31,2500000.0,0.0
Levante UD,2022-12-31,1250000.0,0.0
Deportivo Alavés,2022-12-31,1150000.0,3500000.0
Athletic Bilbao,2022-12-31,,0.0
Newcastle United,1996-12-31,24600000.0,7840000.0
Liverpool FC,1996-12-31,19250000.0,1700000.0
Arsenal FC,1996-12-31,18350000.0,2200000.0
Everton FC,1996-12-31,17260000.0,0.0
Blackburn Rovers,1996-12-31,16500000.0,5600000.0
Tottenham Hotspur,1996-12-31,13370000.0,13500000.0
Middlesbrough FC,1996-12-31,13000000.0,375000.0
Sheffield Wednesday,1996-12-31,12750000.0,6300000.0
Manchester City,1996-12-31,11760000.0,6930000.0
Aston Villa,1996-12-31,11060000.0,4880000.0
Bolton Wanderers,1996-12-31,8640000.0,6990000.0
Coventry City,1996-12-31,6250000.0,2570000.0
Queens Park Rangers,1996-12-31,5330000.0,12090000.0
West Ham United,1996-12-31,4720000.0,5070000.0
Leeds United,1996-12-31,4700000.0,5020000.0
Nottingham Forest,1996-12-31,3840000.0,14710000.0
Southampton FC,1996-12-31,2240000.0,123000.0
Chelsea FC,1996-12-31,1900000.0,1840000.0
Wimbledon FC,1996-12-31,855000.0,4500000.0
Manchester United,1996-12-31,575000.0,19990000.0
Newcastle United,1997-12-31,28600000.0,8460000.0
Middlesbrough FC,1997-12-31,18880000.0,9700000.0
Leeds United,1997-12-31,16629999.999999998,950000.0
Chelsea FC,1997-12-31,15570000.0,4590000.0
West Ham United,1997-12-31,13200000.0,2009999.9999999998
Manchester United,1997-12-31,11230000.0,7990000.0
Everton FC,1997-12-31,10750000.0,13040000.0
Nottingham Forest,1997-12-31,9690000.0,705000.0
Leicester City,1997-12-31,8940000.0,3800000.0
Sheffield Wednesday,1997-12-31,8440000.0,8310000.000000001
Tottenham Hotspur,1997-12-31,8250000.0,1680000.0
Aston Villa,1997-12-31,8100000.0,4390000.0
Sunderland AFC,1997-12-31,7430000.0,180000.0
Arsenal FC,1997-12-31,6110000.0,14750000.0
Coventry City,1997-12-31,4250000.0,2000000.0
Derby County,1997-12-31,4090000.0,591000.0
Liverpool FC,1997-12-31,3500000.0,3000000.0
Southampton FC,1997-12-31,3240000.0,5130000.0
Wimbledon FC,1997-12-31,2790000.0,120000.0
Blackburn Rovers,1997-12-31,,21920000.0
Newcastle United,1998-12-31,33590000.0,16520000.0
Arsenal FC,1998-12-31,22030000.0,1220000.0
Liverpool FC,1998-12-31,18550000.0,13020000.0
Chelsea FC,1998-12-31,17800000.0,2550000.0
Tottenham Hotspur,1998-12-31,17700000.0,5750000.0
Leeds United,1998-12-31,15910000.0,5350000.0
Bolton Wanderers,1998-12-31,14210000.0,1910000.0
Crystal Palace,1998-12-31,13700000.0,6090000.0
Manchester United,1998-12-31,13550000.0,4450000.0
West Ham United,1998-12-31,12600000.0,2000000.0
Sheffield Wednesday,1998-12-31,10990000.0,4900000.0
Aston Villa,1998-12-31,10500000.0,3350000.0
Blackburn Rovers,1998-12-31,10130000.0,30430000.0
Coventry City,1998-12-31,8400000.0,3250000.0
Everton FC,1998-12-31,8330000.0,14250000.0
Southampton FC,1998-12-31,7280000.0,4930000.0
Barnsley FC,1998-12-31,6490000.0,190000.0
Wimbledon FC,1998-12-31,5210000.0,11200000.0
Derby County,1998-12-31,3800000.0,3110000.0
Leicester City,1998-12-31,3650000.0,1280000.0
Blackburn Rovers,1999-12-31,56390000.0,16050000.0
Manchester United,1999-12-31,44750000.0,3750000.0
Aston Villa,1999-12-31,42800000.0,24980000.0
Newcastle United,1999-12-31,42600000.0,30300000.0
Everton FC,1999-12-31,29650000.0,12550000.0
Chelsea FC,1999-12-31,19300000.0,5850000.0
Wimbledon FC,1999-12-31,16750000.0,0.0
Arsenal FC,1999-12-31,15950000.0,750000.0
Liverpool FC,1999-12-31,13490000.0,7030000.0
Middlesbrough FC,1999-12-31,12080000.0,13850000.0
West Ham United,1999-12-31,11090000.0,19010000.0
Tottenham Hotspur,1999-12-31,9780000.0,1800000.0
Nottingham Forest,1999-12-31,9080000.0,18450000.0
Leicester City,1999-12-31,8900000.0,1000000.0
Leeds United,1999-12-31,8450000.0,200000.0
Coventry City,1999-12-31,7700000.0,12800000.0
Southampton FC,1999-12-31,7300000.0,12900000.0
Charlton Athletic,1999-12-31,6190000.0,300000.0
Derby County,1999-12-31,5650000.0,16149999.999999998
Sheffield Wednesday,1999-12-31,4610000.0,3130000.0
Liverpool FC,2000-12-31,54500000.0,11580000.0
Leeds United,2000-12-31,35710000.0,22250000.0
Newcastle United,2000-12-31,26450000.0,21450000.0
Chelsea FC,2000-12-31,26360000.0,6900000.0
Arsenal FC,2000-12-31,25400000.0,41550000.0
Coventry City,2000-12-31,20330000.0,15400000.0
Tottenham Hotspur,2000-12-31,17000000.0,1800000.0
Sunderland AFC,2000-12-31,16700000.0,12100000.0
Derby County,2000-12-31,16399999.999999998,7650000.0
Middlesbrough FC,2000-12-31,10320000.0,50000.0
Aston Villa,2000-12-31,9600000.0,5320000.0
Wimbledon FC,2000-12-31,8250000.0,8840000.0
Sheffield Wednesday,2000-12-31,8000000.0,4040000.0
Manchester United,2000-12-31,7950000.0,350000.0
West Ham United,2000-12-31,7820000.0,11200000.0
Everton FC,2000-12-31,7600000.0,20330000.0
Leicester City,2000-12-31,6300000.0,16579999.999999998
Watford FC,2000-12-31,4400000.0,492000.0
Southampton FC,2000-12-31,3430000.0,770000.0
Bradford City,2000-12-31,2690000.0,829000.0
Arsenal FC,2001-12-31,56300000.0,60730000.0
Leeds United,2001-12-31,53150000.0,12330000.0
Chelsea FC,2001-12-31,52390000.0,38700000.0
Everton FC,2001-12-31,34480000.0,35550000.0
Liverpool FC,2001-12-31,34000000.0,19610000.0
Middlesbrough FC,2001-12-31,33470000.0,10000000.0
Newcastle United,2001-12-31,25910000.0,26390000.0
Tottenham Hotspur,2001-12-31,25740000.0,2460000.0
Aston Villa,2001-12-31,21120000.0,20820000.0
Charlton Athletic,2001-12-31,20800000.0,532000.0
Manchester City,2001-12-31,20280000.0,1460000.0
Coventry City,2001-12-31,19000000.0,26280000.0
West Ham United,2001-12-31,18650000.0,42400000.0
Sunderland AFC,2001-12-31,16870000.0,5530000.0
Derby County,2001-12-31,13330000.0,6880000.0
Manchester United,2001-12-31,11700000.0,9880000.0
Leicester City,2001-12-31,11700000.0,9700000.0
Ipswich Town,2001-12-31,9600000.0,4500000.0
Bradford City,2001-12-31,6610000.0,8940000.0
Southampton FC,2001-12-31,,145000.0
Manchester United,2002-12-31,85850000.0,43600000.0
Fulham FC,2002-12-31,50600000.0,1030000.0
Chelsea FC,2002-12-31,49700000.0,14320000.0
Leeds United,2002-12-31,46300000.0,4580000.0
Sunderland AFC,2002-12-31,39760000.0,12890000.0
Blackburn Rovers,2002-12-31,33009999.999999996,10680000.0
Arsenal FC,2002-12-31,32689999.999999996,12000000.0
Newcastle United,2002-12-31,31590000.0,888000.0
Liverpool FC,2002-12-31,31560000.0,28650000.0
Tottenham Hotspur,2002-12-31,28050000.0,9750000.0
Aston Villa,2002-12-31,26100000.0,16880000.0
Middlesbrough FC,2002-12-31,22700000.0,5270000.0
West Ham United,2002-12-31,22060000.0,18130000.0
Ipswich Town,2002-12-31,20230000.0,13500000.0
Southampton FC,2002-12-31,19350000.0,14450000.0
Leicester City,2002-12-31,19200000.0,3030000.0
Charlton Athletic,2002-12-31,13500000.0,1380000.0
Everton FC,2002-12-31,10500000.0,11930000.0
Derby County,2002-12-31,4590000.0,17500000.0
Bolton Wanderers,2002-12-31,3130000.0,70000.0
Manchester United,2003-12-31,48530000.0,3500000.0
Manchester City,2003-12-31,44450000.0,750000.0
Newcastle United,2003-12-31,34550000.0,225000.0
Middlesbrough FC,2003-12-31,34080000.0,0.0
Liverpool FC,2003-12-31,31500000.0,11800000.0
Sunderland AFC,2003-12-31,29680000.0,0.0
West Bromwich Albion,2003-12-31,16950000.0,0.0
Birmingham City,2003-12-31,15680000.0,1150000.0
Everton FC,2003-12-31,13730000.0,375000.0
Arsenal FC,2003-12-31,12830000.0,8220000.000000001
Southampton FC,2003-12-31,12000000.0,0.0
Tottenham Hotspur,2003-12-31,10500000.0,1350000.0
Aston Villa,2003-12-31,9080000.0,6900000.0
Blackburn Rovers,2003-12-31,7250000.0,1800000.0
Charlton Athletic,2003-12-31,6750000.0,2650000.0
Leeds United,2003-12-31,4500000.0,80120000.0
Fulham FC,2003-12-31,3000000.0,825000.0
West Ham United,2003-12-31,400000.0,75000.0
Bolton Wanderers,2003-12-31,,5290000.0
Chelsea FC,2003-12-31,,2100000.0
Chelsea FC,2004-12-31,170000000.0,950000.0
Manchester United,2004-12-31,56530000.0,59300000.0
Tottenham Hotspur,2004-12-31,29750000.0,1750000.0
Arsenal FC,2004-12-31,27420000.0,1050000.0
Blackburn Rovers,2004-12-31,22340000.0,34850000.0
Birmingham City,2004-12-31,17100000.0,1950000.0
Liverpool FC,2004-12-31,15650000.0,0.0
Manchester City,2004-12-31,14260000.0,6620000.0
Portsmouth FC,2004-12-31,11780000.0,200000.0
Middlesbrough FC,2004-12-31,10200000.0,1130000.0
Everton FC,2004-12-31,10070000.0,975000.0
Wolverhampton Wanderers,2004-12-31,9880000.0,1150000.0
Southampton FC,2004-12-31,8980000.0,10880000.0
Fulham FC,2004-12-31,8480000.0,25040000.0
Aston Villa,2004-12-31,8380000.000000001,290000.0
Charlton Athletic,2004-12-31,1500000.0,15000000.0
Leicester City,2004-12-31,1140000.0,0.0
Bolton Wanderers,2004-12-31,750000.0,75000.0
Leeds United,2004-12-31,100000.0,16830000.0
Newcastle United,2004-12-31,,5000000.0
Chelsea FC,2005-12-31,166400000.0,3300000.0
Manchester United,2005-12-31,61250000.0,9570000.0
Liverpool FC,2005-12-31,58400000.0,24570000.0
Tottenham Hotspur,2005-12-31,47130000.0,10500000.0
Newcastle United,2005-12-31,29450000.0,22280000.0
West Bromwich Albion,2005-12-31,15850000.0,1950000.0
Birmingham City,2005-12-31,15770000.0,8150000.0
Fulham FC,2005-12-31,13950000.0,5200000.0
Charlton Athletic,2005-12-31,13250000.0,1950000.0
Southampton FC,2005-12-31,12680000.0,11500000.0
Arsenal FC,2005-12-31,12480000.0,3900000.0
Everton FC,2005-12-31,11880000.0,45400000.0
Portsmouth FC,2005-12-31,10850000.0,6600000.0
Aston Villa,2005-12-31,10140000.0,3430000.0
Norwich City,2005-12-31,8530000.0,450000.0
Blackburn Rovers,2005-12-31,7880000.0,7700000.0
Middlesbrough FC,2005-12-31,6750000.0,3450000.0
Crystal Palace,2005-12-31,5150000.0,100000.0
Manchester City,2005-12-31,1500000.0,7940000.0
Bolton Wanderers,2005-12-31,1380000.0,375000.0
Chelsea FC,2006-12-31,91500000.0,34600000.0
Newcastle United,2006-12-31,61750000.0,30900000.0
Arsenal FC,2006-12-31,46000000.0,25000000.0
Liverpool FC,2006-12-31,44060000.0,19040000.0
Tottenham Hotspur,2006-12-31,36510000.0,22650000.0
Everton FC,2006-12-31,32530000.0,7000000.0
Manchester United,2006-12-31,31800000.0,7900000.0
West Ham United,2006-12-31,21590000.0,550000.0
Aston Villa,2006-12-31,16540000.0,6400000.0
Portsmouth FC,2006-12-31,15980000.0,12150000.0
Wigan Athletic,2006-12-31,15770000.0,5630000.0
West Bromwich Albion,2006-12-31,15300000.0,9080000.0
Middlesbrough FC,2006-12-31,13960000.0,0.0
Manchester City,2006-12-31,12480000.0,32500000.0
Blackburn Rovers,2006-12-31,9400000.0,2700000.0
Charlton Athletic,2006-12-31,9100000.0,5710000.0
Birmingham City,2006-12-31,8100000.0,7950000.0
Fulham FC,2006-12-31,6550000.0,4630000.0
Bolton Wanderers,2006-12-31,6200000.0,0.0
Sunderland AFC,2006-12-31,5930000.0,1430000.0
Chelsea FC,2007-12-31,88980000.0,52600000.0
West Ham United,2007-12-31,69850000.0,6750000.0
Tottenham Hotspur,2007-12-31,61000000.0,38650000.0
Liverpool FC,2007-12-31,46000000.0,24730000.0
Newcastle United,2007-12-31,31880000.0,11180000.0
Wigan Athletic,2007-12-31,29380000.0,24330000.0
Manchester United,2007-12-31,27200000.0,18000000.0
Aston Villa,2007-12-31,24700000.0,1830000.0
Charlton Athletic,2007-12-31,21650000.0,2280000.0
Sheffield United,2007-12-31,18030000.0,3330000.0
Blackburn Rovers,2007-12-31,17980000.0,16910000.0
Everton FC,2007-12-31,17900000.0,2500000.0
Bolton Wanderers,2007-12-31,17000000.0,3850000.0
Arsenal FC,2007-12-31,15000000.0,12930000.0
Fulham FC,2007-12-31,13800000.0,10520000.0
Middlesbrough FC,2007-12-31,11300000.0,4680000.0
Watford FC,2007-12-31,10480000.0,13500000.0
Reading FC,2007-12-31,9230000.0,0.0
Portsmouth FC,2007-12-31,9100000.0,1250000.0
Manchester City,2007-12-31,6500000.0,4200000.0
Manchester United,2008-12-31,103500000.0,46600000.0
Tottenham Hotspur,2008-12-31,94150000.0,22550000.0
Liverpool FC,2008-12-31,90700000.0,45250000.0
Manchester City,2008-12-31,77950000.0,10560000.0
Sunderland AFC,2008-12-31,64319999.99999999,3200000.0
Chelsea FC,2008-12-31,59000000.0,43650000.0
Portsmouth FC,2008-12-31,58640000.0,23380000.0
Middlesbrough FC,2008-12-31,50600000.0,30230000.0
Fulham FC,2008-12-31,50430000.0,19500000.0
West Ham United,2008-12-31,47150000.0,42000000.0
Newcastle United,2008-12-31,37850000.0,31700000.0
Everton FC,2008-12-31,37550000.0,14800000.0
Arsenal FC,2008-12-31,30950000.0,56730000.0
Birmingham City,2008-12-31,29300000.0,8480000.0
Aston Villa,2008-12-31,24900000.0,17900000.0
Derby County,2008-12-31,22680000.0,5240000.0
Bolton Wanderers,2008-12-31,22350000.0,21970000.0
Wigan Athletic,2008-12-31,17900000.0,17830000.0
Reading FC,2008-12-31,12100000.0,5700000.0
Blackburn Rovers,2008-12-31,6200000.0,3980000.0
Manchester City,2009-12-31,157350000.0,26500000.0
Tottenham Hotspur,2009-12-31,143950000.0,88050000.0
Liverpool FC,2009-12-31,71450000.0,46450000.0
Aston Villa,2009-12-31,55900000.0,7520000.0
Manchester United,2009-12-31,45250000.0,7450000.0
Arsenal FC,2009-12-31,40150000.0,25800000.0
Newcastle United,2009-12-31,35480000.0,41400000.0
Stoke City,2009-12-31,33950000.0,765000.0
Sunderland AFC,2009-12-31,33110000.0,11150000.0
Chelsea FC,2009-12-31,30500000.0,44550000.0
Portsmouth FC,2009-12-31,28200000.0,54150000.0
Fulham FC,2009-12-31,26850000.0,16329999.999999998
Everton FC,2009-12-31,25080000.0,13300000.0
West Bromwich Albion,2009-12-31,24320000.0,10250000.0
Wigan Athletic,2009-12-31,24100000.0,24500000.0
Bolton Wanderers,2009-12-31,23700000.0,10880000.0
Hull City,2009-12-31,17950000.0,0.0
West Ham United,2009-12-31,16000000.0,68830000.0
Middlesbrough FC,2009-12-31,12800000.0,8720000.0
Blackburn Rovers,2009-12-31,11680000.0,26500000.0
Manchester City,2010-12-31,147300000.0,30950000.0
Aston Villa,2010-12-31,46900000.0,22100000.0
Sunderland AFC,2010-12-31,46100000.0,21280000.0
Liverpool FC,2010-12-31,43500000.0,48550000.0
Tottenham Hotspur,2010-12-31,40300000.0,31700000.0
Chelsea FC,2010-12-31,30000000.0,3800000.0
Manchester United,2010-12-31,27300000.0,104470000.0
Stoke City,2010-12-31,26050000.0,6500000.0
Everton FC,2010-12-31,23300000.0,28340000.0
West Ham United,2010-12-31,21650000.0,41300000.0
Birmingham City,2010-12-31,20050000.0,400000.0
Wolverhampton Wanderers,2010-12-31,19450000.0,870000.0
Wigan Athletic,2010-12-31,18440000.0,25980000.0
Hull City,2010-12-31,14850000.0,16200000.0
Burnley FC,2010-12-31,13540000.0,90000.0
Blackburn Rovers,2010-12-31,13280000.0,36650000.0
Arsenal FC,2010-12-31,12000000.0,47700000.0
Bolton Wanderers,2010-12-31,12000000.0,2000000.0
Portsmouth FC,2010-12-31,10560000.0,52050000.0
Fulham FC,2010-12-31,7110000.0,0.0
Manchester City,2011-12-31,183610000.0,40150000.0
Chelsea FC,2011-12-31,121500000.0,16500000.0
Liverpool FC,2011-12-31,97730000.0,101500000.0
Aston Villa,2011-12-31,37400000.0,28400000.0
Manchester United,2011-12-31,29300000.0,17320000.0
Sunderland AFC,2011-12-31,29100000.0,41780000.0
Tottenham Hotspur,2011-12-31,26600000.0,2940000.0
Birmingham City,2011-12-31,25600000.0,175000.0
Arsenal FC,2011-12-31,23000000.0,8100000.0
Stoke City,2011-12-31,21100000.0,6780000.0
Wolverhampton Wanderers,2011-12-31,20220000.0,6440000.0
West Ham United,2011-12-31,15830000.0,4950000.0
Newcastle United,2011-12-31,13980000.0,41750000.0
West Bromwich Albion,2011-12-31,13830000.0,850000.0
Wigan Athletic,2011-12-31,11400000.0,3400000.0
Fulham FC,2011-12-31,11050000.0,12810000.0
Blackpool FC,2011-12-31,5730000.0,700000.0
Bolton Wanderers,2011-12-31,5400000.0,1400000.0
Blackburn Rovers,2011-12-31,5050000.0,275000.0
Everton FC,2011-12-31,1700000.0,6600000.0
Chelsea FC,2012-12-31,96450000.0,31560000.0
Manchester City,2012-12-31,91050000.0,31200000.0
Arsenal FC,2012-12-31,65480000.00000001,78290000.0
Liverpool FC,2012-12-31,65330000.0,22900000.0
Manchester United,2012-12-31,62300000.0,13800000.0
Sunderland AFC,2012-12-31,28250000.0,26330000.0
Queens Park Rangers,2012-12-31,26230000.0,2800000.0
Newcastle United,2012-12-31,26200000.0,16040000.0
Stoke City,2012-12-31,24800000.0,1990000.0
Blackburn Rovers,2012-12-31,20550000.0,40300000.0
Aston Villa,2012-12-31,20340000.0,43750000.0
Fulham FC,2012-12-31,18130000.0,7670000.0
Bolton Wanderers,2012-12-31,15600000.0,16329999.999999998
Norwich City,2012-12-31,15250000.0,500000.0
Swansea City,2012-12-31,12850000.0,455000.0
Wigan Athletic,2012-12-31,12380000.0,11290000.0
Wolverhampton Wanderers,2012-12-31,12050000.0,2600000.0
West Bromwich Albion,2012-12-31,9140000.0,11120000.0
Tottenham Hotspur,2012-12-31,9000000.0,43250000.0
Everton FC,2012-12-31,7200000.0,26800000.0
Chelsea FC,2013-12-31,109700000.0,25450000.0
Manchester United,2013-12-31,76450000.0,9650000.0
Tottenham Hotspur,2013-12-31,73250000.0,72780000.0
Liverpool FC,2013-12-31,70600000.0,10450000.0
Manchester City,2013-12-31,61950000.0,44300000.0
Arsenal FC,2013-12-31,56000000.0,65849999.99999999
Queens Park Rangers,2013-12-31,50350000.0,4510000.0
Southampton FC,2013-12-31,41500000.0,0.0
Sunderland AFC,2013-12-31,38300000.0,14830000.0
Newcastle United,2013-12-31,31970000.0,14800000.0
Aston Villa,2013-12-31,27830000.0,3200000.0
West Ham United,2013-12-31,23900000.0,5050000.0
Stoke City,2013-12-31,23680000.0,640000.0
Everton FC,2013-12-31,21650000.0,18750000.0
Swansea City,2013-12-31,20470000.0,32600000.0
Norwich City,2013-12-31,11080000.0,380000.0
Reading FC,2013-12-31,10820000.0,900000.0
Wigan Athletic,2013-12-31,10540000.0,13250000.0
Fulham FC,2013-12-31,10000000.0,31420000.0
West Bromwich Albion,2013-12-31,5000000.0,3730000.0
Chelsea FC,2014-12-31,130350000.0,77930000.0
Tottenham Hotspur,2014-12-31,122530000.0,138400000.0
Manchester City,2014-12-31,115500000.0,11300000.0
Manchester United,2014-12-31,77130000.0,1800000.0
Liverpool FC,2014-12-31,58100000.0,32500000.0
Arsenal FC,2014-12-31,49250000.0,12150000.0
Cardiff City,2014-12-31,45820000.0,3740000.0
Southampton FC,2014-12-31,39600000.0,4200000.0
Sunderland AFC,2014-12-31,33910000.0,22380000.0
Crystal Palace,2014-12-31,33000000.0,0.0
Everton FC,2014-12-31,31800000.0,46100000.0
Hull City,2014-12-31,31100000.0,880000.0
Norwich City,2014-12-31,30050000.0,4840000.0
Fulham FC,2014-12-31,29300000.0,4150000.0000000005
Swansea City,2014-12-31,26610000.0,0.0
West Ham United,2014-12-31,24000000.0,530000.0
Aston Villa,2014-12-31,19840000.0,8100000.0
West Bromwich Albion,2014-12-31,15700000.0,11400000.0
Stoke City,2014-12-31,7000000.0,0.0
Newcastle United,2014-12-31,3800000.0,25870000.0
Manchester United,2015-12-31,195350000.0,46700000.0
Liverpool FC,2015-12-31,151430000.0,99270000.0
Chelsea FC,2015-12-31,137700000.0,142810000.0
Arsenal FC,2015-12-31,118980000.0,27800000.0
Manchester City,2015-12-31,102800000.0,30530000.0
Southampton FC,2015-12-31,96000000.0,123830000.0
Tottenham Hotspur,2015-12-31,48480000.0,44150000.0
Hull City,2015-12-31,48220000.0,18700000.0
Newcastle United,2015-12-31,45020000.0,23870000.0
Queens Park Rangers,2015-12-31,43540000.0,26040000.0
Swansea City,2015-12-31,41530000.0,61900000.0
Everton FC,2015-12-31,40160000.0,1900000.0
West Ham United,2015-12-31,35150000.0,4400000.0
Crystal Palace,2015-12-31,31220000.0,2870000.0
West Bromwich Albion,2015-12-31,24880000.0,2300000.0
Leicester City,2015-12-31,22860000.0,0.0
Sunderland AFC,2015-12-31,22520000.0,7250000.0
Aston Villa,2015-12-31,13450000.0,1320000.0
Burnley FC,2015-12-31,12620000.0,0.0
Stoke City,2015-12-31,1800000.0,3800000.0
Manchester City,2016-12-31,208200000.0,67440000.0
Manchester United,2016-12-31,156000000.0,100670000.0
Liverpool FC,2016-12-31,126500000.0,90550000.0
Newcastle United,2016-12-31,107910000.0,5630000.0
Chelsea FC,2016-12-31,96500000.0,87490000.0
Watford FC,2016-12-31,82800000.0,9750000.0
Tottenham Hotspur,2016-12-31,71000000.0,87580000.0
Aston Villa,2016-12-31,66550000.0,64700000.0
Sunderland AFC,2016-12-31,66050000.0,11000000.0
Southampton FC,2016-12-31,60100000.0,52700000.0
AFC Bournemouth,2016-12-31,55110000.0,650000.0
Stoke City,2016-12-31,53650000.0,23200000.0
West Ham United,2016-12-31,52700000.0,18520000.0
Norwich City,2016-12-31,50500000.0,21490000.0
Leicester City,2016-12-31,49900000.0,9450000.0
Everton FC,2016-12-31,48900000.0,11000000.0
West Bromwich Albion,2016-12-31,42900000.0,12920000.0
Crystal Palace,2016-12-31,28800000.0,5400000.0
Arsenal FC,2016-12-31,26500000.0,2500000.0
Swansea City,2016-12-31,21810000.0,16810000.0
Manchester City,2017-12-31,215000000.0,35350000.0
Manchester United,2017-12-31,185000000.0,47250000.0
Chelsea FC,2017-12-31,132800000.00000001,108900000.0
Arsenal FC,2017-12-31,113040000.0,10350000.0
Crystal Palace,2017-12-31,101300000.0,50200000.0
Leicester City,2017-12-31,92100000.0,66050000.0
Everton FC,2017-12-31,86000000.0,60800000.0
Tottenham Hotspur,2017-12-31,83500000.0,52300000.0
West Ham United,2017-12-31,83500000.0,41000000.0
Liverpool FC,2017-12-31,79900000.0,85380000.0
Watford FC,2017-12-31,70450000.0,58100000.0
Southampton FC,2017-12-31,68900000.0,85050000.0
Swansea City,2017-12-31,58100000.0,49300000.0
Middlesbrough FC,2017-12-31,47950000.0,13500000.0
Burnley FC,2017-12-31,45600000.0,1200000.0
Sunderland AFC,2017-12-31,41900000.0,23770000.0
AFC Bournemouth,2017-12-31,40690000.0,23690000.0
Hull City,2017-12-31,40000000.0,28900000.0
Stoke City,2017-12-31,38780000.0,3800000.0
West Bromwich Albion,2017-12-31,37900000.0,26980000.0
Manchester City,2018-12-31,317500000.0,91350000.0
Chelsea FC,2018-12-31,260500000.0,194600000.0
Everton FC,2018-12-31,203200000.0,126380000.0
Manchester United,2018-12-31,198400000.0,45500000.0
Liverpool FC,2018-12-31,173880000.0,184500000.0
Arsenal FC,2018-12-31,152850000.0,158000000.0
Tottenham Hotspur,2018-12-31,123500000.0,103800000.0
Leicester City,2018-12-31,83850000.0,50100000.0
Watford FC,2018-12-31,73400000.0,18740000.0
Swansea City,2018-12-31,73390000.0,81100000.0
Brighton & Hove Albion,2018-12-31,66500000.0,400000.0
Southampton FC,2018-12-31,61250000.0,98350000.0
Stoke City,2018-12-31,57700000.0,35140000.0
West Ham United,2018-12-31,56800000.0,69020000.0
